Bài,生词,Pinyin,描述,意义,例如,复习,检查
bài 28,气魄,#NAME?,宏大的气魄和胆识。,tinh thần,他办事很有气魄。,,FALSE
bài 28,曲折,#NAME?,情节曲折。,quanh co,这本小说情节生动曲折，很吸引人。,,FALSE
bài 28,投机,#NAME?,谈得投机，合得来。,Suy đoán,两个年轻人一见如故，谈得非常投机。,,FALSE
bài 28,黎明,#NAME?,天快亮的时候。,bình minh,"黑暗就要过去,黎明即将来临。",,FALSE
bài 28,告辞,#NAME?,告别离开。,Tạm biệt,他坐了一会儿推说有事就告辞了。,,FALSE
bài 28,黄昏,#NAME?,黄昏时分。,hoàng hôn,夏日的黄昏，人们都喜欢到这块草坪上乘凉。,,FALSE
bài 28,降临,#NAME?,突然到来。,Đến,灾难突然降临到这个城市。,,FALSE
bài 28,沮丧,#NAME?,情绪低落，沮丧。,Sự thất vọng,同学们神情沮丧。,,FALSE
bài 28,变故,#NAME?,意外发生的事情。,bất hạnh,经历了许多的变故，他变得有些麻木。,,FALSE
bài 28,逝世,#NAME?,去世。,Đã qua đời,他不幸因病逝世了。,,FALSE
bài 28,坟墓,#NAME?,坟墓。,mộ,清明节，我们在爷爷的坟墓前摆了一束鲜花。,,FALSE
bài 28,不止,#NAME?,不止，持续不停。,hơn,他流泪不止。,,FALSE
bài 28,凄凉,#NAME?,凄惨荒凉。,hoang vắng,地震过后，到处是一片凄凉的景象。,,FALSE
bài 28,深厚情谊,#NAME?,深厚的情谊。,tình bạn sâu sắc,"你们对我的深情厚谊,我永远也忘不了。",,FALSE
bài 28,真挚,#NAME?,真诚。,chân thành,"你们对我的深情厚谊,我永远也忘不了。",,FALSE
bài 28,纯洁,#NAME?,纯洁。,nguyên chất,同学之间的友谊是真挚的，纯洁的。,,FALSE
bài 28,节奏,#NAME?,音乐的节奏。,Nhịp điệu,这支歌节奏比较明快。,,FALSE
bài 28,短促,#NAME?,时间很短促。,ngắn,时间短促，容不得你慢慢思考。,,FALSE
bài 28,溅,#NAME?,水花飞溅。,bắn tung tóe,船头飞溅起的浪花，吟唱着欢乐的歌儿。,,FALSE
bài 28,气概,#NAME?,英雄气概。,tinh thần,他有战胜一切困难的英雄气概。,,FALSE
bài 28,波涛,#NAME?,波浪。,Sóng,狂风掀起波涛，不停地冲击着石堤。,,FALSE
bài 28,荒凉,#NAME?,荒凉。,hoang vắng,大西北在未开发之前很荒凉。,,FALSE
bài 28,含义,#NAME?,含义、意思。,nghĩa,这段话含义深刻，你要好好体会。,,FALSE
bài 28,领悟,#NAME?,领悟、理解。,sự hiểu biết,他在现实中领悟到了人生的哲理。,,FALSE
bài 28,侃侃而谈,#NAME?,侃侃而谈，从容不迫地说。,Nói năng lưu loát,他一坐下来便侃侃而谈。,,FALSE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
,,#NAME?,,#VALUE!,,,TRUE
